"","...1","playerID","Player","votedBy","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH","SF","GIDP","PrimaryTeam","PrimaryLg","all_star","gold_glove","lou_gehrig_memorial_award","most_valuable_player","tsn_player_of_the_year","hutch_award","tsn_fireman_of_the_year","silver_slugger","hank_aaron_award","rookie_of_the_year","baseball_magazine_all_star","pitching_triple_crown","rolaids_relief_man_award","tsn_major_league_player_of_the_year","alcs_mvp","all_star_game_mvp","babe_ruth_award","tsn_pitcher_of_the_year","cy_young_award","nlcs_mvp","roberto_clemente_award","world_series_mvp","tsn_reliever_of_the_year","comeback_player_of_the_year","branch_rickey_award","reliever_of_the_year_award","triple_crown","tsn_guide_mvp","outstanding_dh_award","AVG","OBP","1B","SLG","Steroids","nice_guy_awards","Pos","war","all_stars"
"84",84,"brantmi02","Michael Brantley","BBWAA",1430,5512,751,1641,346,25,127,713,125,33,483,656,37,37,13,46,128,"CLE","AL",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.298,0.355,1143,0.439,0,0,"LF",34.1,5
"85",85,"braunry02","Ryan Braun","BBWAA",1766,6622,1080,1963,408,49,352,1154,216,60,586,1363,56,77,0,44,179,"MIL","NL",6,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.296,0.358,1154,0.532,1,0,"LF",47.1,6
"86",86,"breamsi01","Sid Bream","Veterans",1088,3108,351,819,191,12,90,455,50,40,353,450,45,5,26,38,75,"PIT","NL",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.333,526,0.42,0,1,"1B",11.1,0
"87",87,"bressed01","Eddie Bressoud","Veterans",1186,3672,443,925,184,40,94,365,9,13,359,723,44,12,38,25,74,"BOS","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.252,0.316,607,0.401,0,0,"SS",17.1,1
"88",88,"bridgro01","Rocky Bridges","Veterans",919,2272,245,562,80,11,16,187,10,15,205,229,NA,7,40,NA,79,"CIN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.247,0.307,455,0.313,0,0,"SS",2.9,1
"89",89,"brinked01","Ed Brinkman","Veterans",1845,6045,550,1355,201,38,60,461,30,35,444,845,44,40,71,40,162,"WS2","AL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.224,0.277,1056,0.3,0,0,"SS",13.2,1
"90",90,"brookhu01","Hubie Brooks","Veterans",1645,5974,656,1608,290,31,149,824,64,56,387,1005,62,38,12,65,163,"NYN","NL",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.269,0.314,1138,0.403,0,0,"RF",13,2
"91",91,"brosisc01","Scott Brosius","Veterans",1146,3889,544,1001,200,8,141,531,57,30,348,699,12,47,31,41,84,"OAK","AL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,0.257,0.32,652,0.422,0,0,"3B",15.7,1
"92",92,"brownji03","Jimmy Brown","Veterans",890,3512,465,980,146,42,9,319,39,NA,231,110,NA,12,77,NA,64,"SLN","NL",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.279,0.319,783,0.352,0,0,"2B",NA,NA
"93",93,"bruceja01","Jay Bruce","BBWAA",1650,5964,839,1455,312,32,319,951,65,40,600,1572,71,28,3,46,101,"CIN","NL",3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.244,0.314,792,0.467,0,0,"RF",19.9,3
"94",94,"brunato01","Tom Brunansky","Veterans",1800,6289,804,1543,306,33,271,919,69,70,770,1187,43,30,8,72,146,"MIN","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.245,0.327,933,0.434,0,0,"RF",22,1
"95",95,"buckjo01","John Buck","BBWAA",1090,3612,389,844,172,9,134,491,6,12,307,959,23,51,13,26,86,"KCA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.234,0.3,529,0.398,0,0,"C",5.8,1
"96",96,"bucknbi01","Bill Buckner","Veterans",2517,9397,1077,2715,498,49,174,1208,183,73,450,453,111,42,47,97,247,"CHN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.289,0.32,1994,0.408,0,0,"1B",15.1,1
"97",97,"bufordo01","Don Buford","Veterans",1286,4553,718,1203,157,44,93,418,200,105,672,575,57,41,47,34,34,"BAL","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.358,909,0.379,0,0,"LF",36.1,1
"98",98,"buhneja01","Jay Buhner","Veterans",1472,5013,797,1273,233,19,310,965,6,24,792,1406,41,56,12,54,123,"SEA","AL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.254,0.358,711,0.494,0,0,"RF",23,1
"99",99,"bumbral01","Al Bumbry","Veterans",1496,5053,778,1422,220,52,54,402,254,92,471,709,30,21,44,30,74,"BAL","AL",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.281,0.341,1096,0.378,0,0,"CF",24.5,1
"100",100,"burgesm01","Smoky Burgess","Veterans",1691,4471,485,1318,230,33,126,673,13,NA,477,270,NA,13,13,NA,121,"PIT","NL",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.295,0.363,929,0.446,0,0,"C",33.4,9
"101",101,"burksel01","Ellis Burks","Veterans",2000,7232,1253,2107,402,63,352,1206,181,84,793,1340,33,60,29,62,171,"BOS","AL",2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.291,0.362,1290,0.51,0,0,"CF",49.8,2
"102",102,"burleri01","Rick Burleson","Veterans",1346,5139,656,1401,256,23,50,449,72,68,420,477,11,28,84,46,138,"BOS","AL",4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.273,0.323,1072,0.361,0,0,"SS",22.9,4
"103",103,"burnije01","Jeromy Burnitz","Veterans",1694,5710,917,1447,298,29,315,981,74,58,739,1376,75,78,9,43,99,"MIL","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.253,0.344,805,0.481,0,0,"RF",19.9,1
"104",104,"burnsge01","George Burns","Veterans",1853,7241,1188,2077,362,108,41,611,383,NA,872,565,NA,26,112,NA,NA,"NY1","NL",4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.287,0.361,1566,0.384,0,0,"LF",39.7,0
"105",105,"burnsge02","George Burns","Veterans",1866,6573,901,2018,444,72,72,951,154,NA,363,433,NA,110,187,NA,NA,"CLE","AL",2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.307,0.344,1430,0.429,0,0,"1B",35.1,0
"106",106,"burroje01","Jeff Burroughs","Veterans",1689,5536,720,1443,230,20,240,882,16,22,831,1135,65,15,4,63,148,"TEX","AL",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.261,0.355,953,0.439,0,0,"RF",17.7,2
"107",107,"busbyji01","Jim Busby","Veterans",1352,4250,541,1113,162,35,48,438,97,48,310,439,NA,23,57,NA,83,"BAL","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.262,0.312,868,0.35,0,0,"CF",12.7,1
"108",108,"bushdo01","Donie Bush","Veterans",1946,7210,1281,1804,186,74,9,436,404,NA,1158,NA,NA,29,337,NA,NA,"DET","AL",4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.25,0.342,1535,0.3,0,0,"SS",39.3,0
"109",109,"butlebi03","Billy Butler","BBWAA",1414,5105,592,1479,322,5,147,728,5,3,500,840,59,34,0,47,207,"KCA","AL",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.29,0.354,1005,0.441,0,1,"DH",11.9,1
"110",110,"butlebr01","Brett Butler","Veterans",2213,8180,1359,2375,277,131,54,578,558,257,1129,907,23,38,147,51,62,"LAN","NL",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0.29,0.371,1913,0.376,0,2,"CF",49.7,1
"111",111,"byrdma01","Marlon Byrd","BBWAA",1573,5579,740,1534,311,39,159,710,56,31,382,1234,30,93,17,52,115,"PHI","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.275,0.328,1025,0.43,0,0,"CF",25.8,1
"112",112,"cabreas01","Asdrubal Cabrera","BBWAA",1822,6632,886,1763,401,28,195,869,91,32,589,1330,26,68,51,61,177,"CLE","AL",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.266,0.327,1139,0.423,0,0,"SS",29.6,2
"113",113,"cabreme01","Melky Cabrera","BBWAA",1887,6878,895,1962,383,45,144,854,101,37,510,891,41,27,48,64,181,"NYA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.285,0.332,1390,0.417,0,0,"LF",20.6,1
"114",114,"cabremi01","Miguel Cabrera","BBWAA",2699,10022,1530,3088,607,17,507,1847,40,21,1227,2031,238,72,5,100,353,"DET","AL",12,0,0,2,0,0,0,7,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0.308,0.384,1957,0.524,0,0,"1B",67.7,12
"115",115,"cabreor01","Orlando Cabrera","Veterans",1985,7562,985,2055,459,32,123,854,216,57,514,745,26,32,57,90,188,"MON","NL",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.272,0.315,1441,0.39,0,0,"SS",21.3,0
"116",116,"cainlo01","Lorenzo Cain","BBWAA",1171,4314,626,1220,225,24,87,454,190,44,362,854,14,49,0,32,109,"KCA","AL",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.283,0.343,884,0.407,0,0,"CF",38.4,2
"117",117,"caldeiv01","Ivan Calderon","Veterans",924,3312,470,901,200,25,104,444,97,49,306,556,30,13,6,35,102,"CHA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.272,0.332,572,0.442,0,0,"RF",12,1
"118",118,"calhoko01","Kole Calhoun","BBWAA",1196,4291,618,1042,198,18,173,557,34,16,437,1089,15,42,4,38,74,"LAA","AL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.243,0.316,653,0.418,0,0,"RF",14.1,0
"119",119,"callijo01","Johnny Callison","Veterans",1886,6652,926,1757,321,89,226,840,74,51,650,1064,73,41,51,43,98,"PHI","NL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.329,1121,0.441,0,0,"RF",38.4,4
"120",120,"camermi01","Mike Cameron","Veterans",1955,6839,1064,1700,383,59,278,968,297,83,867,1901,19,87,31,60,114,"CHA","AL",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.249,0.337,980,0.444,0,0,"CF",46.7,1
"121",121,"camildo01","Dolph Camilli","Veterans",1490,5353,936,1482,261,86,239,950,60,NA,947,961,NA,28,24,NA,80,"BRO","NL",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0.277,0.387,896,0.492,0,0,"1B",43.3,2
"122",122,"caminke01","Ken Caminiti","Veterans",1760,6288,894,1710,348,17,239,983,88,39,727,1163,112,29,14,67,152,"HOU","NL",3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.272,0.346,1106,0.447,0,0,"3B",33.4,3
"123",123,"campabe01","Bert Campaneris","Veterans",2328,8684,1181,2249,313,86,79,646,649,199,618,1142,15,64,199,60,106,"OAK","AL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0.259,0.305,1771,0.342,0,0,"SS",53.1,6
"124",124,"cannich01","Chris Cannizzaro","Veterans",740,1950,132,458,66,12,18,169,3,17,241,354,35,7,28,14,67,"NYN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.235,0.315,362,0.309,0,0,"C",6.3,1
"125",125,"canoro01","Robinson Cano","BBWAA",2267,8773,1262,2639,572,33,335,1306,51,38,620,1214,112,85,10,62,286,"NYA","AL",8,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.301,0.35,1699,0.488,0,0,"2B",68.1,8
"126",126,"cansejo01","Jose Canseco","Veterans",1887,7057,1186,1877,340,14,462,1407,200,88,906,1942,63,84,1,81,178,"OAK","AL",6,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.266,0.353,1061,0.515,0,0,"DH",42.5,6
"127",127,"cardele01","Leo Cardenas","Veterans",1941,6707,662,1725,285,49,118,689,39,48,522,1135,122,28,97,48,174,"CIN","NL",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.257,0.307,1273,0.367,0,0,"SS",27.2,5
"128",128,"carpema01","Matt Carpenter","BBWAA",1376,4531,780,1192,310,28,170,613,27,17,718,1107,40,70,12,47,38,"SLN","NL",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.263,0.368,684,0.456,0,0,"3B",29.2,3
"129",129,"carrach01","Chico Carrasquel","Veterans",1325,4644,568,1199,172,25,55,474,31,28,491,467,NA,38,67,NA,109,"CHA","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.258,0.33,947,0.342,0,0,"SS",21.3,4
"130",130,"carribi02","Bill Carrigan","Veterans",709,1970,194,506,67,14,6,235,37,NA,206,NA,NA,22,79,NA,NA,"BOS","AL",3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.257,0.322,419,0.314,0,0,"C",13.2,0
"131",131,"cartejo01","Joe Carter","Veterans",2189,8422,1170,2184,432,53,396,1445,231,66,527,1387,86,90,10,105,132,"TOR","AL",5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.259,0.306,1303,0.464,0,0,"LF",19.5,5
"132",132,"cartyri01","Rico Carty","Veterans",1651,5606,712,1677,278,17,204,890,21,26,642,663,65,13,3,54,206,"ATL","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.299,0.369,1178,0.464,0,0,"LF",32.7,1
"133",133,"casege01","George Case","Veterans",1226,5016,785,1415,233,43,21,377,349,109,426,297,NA,21,52,NA,NA,"WS1","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.282,0.338,1118,0.358,0,0,"LF",18.1,4
"134",134,"caseyse01","Sean Casey","Veterans",1405,5066,690,1531,322,12,130,735,18,8,477,577,69,62,0,39,156,"CIN","NL",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.302,0.367,1067,0.447,0,1,"1B",16.5,3
"135",135,"cashda01","Dave Cash","Veterans",1422,5554,732,1571,243,56,21,426,120,74,424,309,28,18,30,31,124,"PIT","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.283,0.332,1251,0.358,0,0,"2B",25.6,3
"136",136,"cashno01","Norm Cash","Veterans",2089,6705,1046,1820,241,41,377,1103,43,30,1043,1091,112,90,17,55,139,"DET","AL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.271,0.373,1161,0.488,0,0,"1B",52,5
"137",137,"casteni01","Nick Castellanos","BBWAA",1222,4633,596,1281,305,35,181,656,21,18,323,1160,17,37,0,38,100,"DET","AL",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.276,0.326,760,0.475,0,0,"3B",12.2,1
"138",138,"castilu01","Luis Castillo","Veterans",1720,6510,1001,1889,194,59,28,443,370,142,800,850,13,12,123,26,120,"FLO","NL",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.29,0.362,1608,0.351,0,0,"2B",29.1,3
"139",139,"castivi02","Vinny Castilla","Veterans",1854,6822,902,1884,349,28,320,1105,33,43,423,1069,64,60,8,71,224,"COL","NL",2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.276,0.321,1187,0.476,0,0,"3B",19.3,2
"140",140,"castrja01","Jason Castro","BBWAA",952,2981,368,678,166,9,97,325,6,2,347,970,11,27,8,18,60,"HOU","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.227,0.311,406,0.387,0,0,"C",12.4,1
"141",141,"castrst01","Starlin Castro","BBWAA",1573,6148,698,1722,319,40,138,678,89,52,338,1108,32,38,7,47,177,"CHN","NL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.28,0.319,1225,0.412,0,0,"SS",18.2,4
"142",142,"cedence01","Cesar Cedeno","Veterans",2006,7310,1084,2087,436,60,199,976,550,179,664,938,83,56,32,71,167,"HOU","NL",4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.285,0.345,1392,0.443,0,0,"CF",52.9,4
"143",143,"cervbo01","Bob Cerv","Veterans",829,2261,320,624,96,26,105,374,12,10,212,392,NA,17,6,NA,73,"NYA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.276,0.342,397,0.481,0,0,"LF",11.2,1
"144",144,"ceyro01","Ron Cey","Veterans",2073,7162,977,1868,328,21,316,1139,24,29,1012,1235,117,62,26,82,185,"LAN","NL",6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,0.261,0.353,1203,0.445,0,1,"3B",53.8,6
"145",145,"chambch01","Chris Chambliss","Veterans",2175,7571,912,2109,392,42,185,972,40,35,632,926,99,27,19,56,166,"ATL","AL",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.279,0.333,1490,0.415,0,0,"1B",27.5,1
"146",146,"chapmbe01","Ben Chapman","Veterans",1717,6478,1144,1958,407,107,90,977,287,NA,824,556,NA,26,92,NA,NA,"NYA","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.302,0.378,1354,0.44,0,0,"CF",42.2,4
"147",147,"chapmsa01","Sam Chapman","Veterans",1368,4988,754,1329,210,52,180,773,41,38,562,682,NA,15,35,NA,NA,"PHA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.266,0.34,887,0.438,0,0,"CF",17.2,1
"148",148,"chaveer01","Eric Chavez","BBWAA",1615,5518,816,1477,318,24,260,902,50,17,639,1079,77,15,0,55,132,"OAK","AL",0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.268,0.342,875,0.475,0,0,"3B",38.3,0
"149",149,"choosh01","Shin-Soo Choo","BBWAA",1652,6087,961,1671,339,29,218,782,157,55,868,1579,43,152,10,40,101,"CLE","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.275,0.376,1085,0.447,0,0,"RF",34.6,1
"150",150,"cimolgi01","Gino Cimoli","Veterans",969,3054,370,808,133,48,44,321,21,6,221,474,13,14,43,25,89,"KC1","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.265,0.311,583,0.383,0,0,"RF",1.3,1
"151",151,"cirilje01","Jeff Cirillo","Veterans",1617,5396,800,1598,343,21,112,727,63,37,563,694,18,67,51,59,153,"MIL","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.296,0.363,1122,0.43,0,0,"3B",34.5,2
"152",152,"clarkja01","Jack Clark","Veterans",1994,6847,1118,1826,332,39,340,1180,77,61,1262,1441,127,24,9,83,174,"SFN","NL",4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.267,0.378,1115,0.476,0,0,"RF",53.1,4
"153",153,"clarkto02","Tony Clark","Veterans",1559,4532,629,1188,233,11,251,824,6,9,527,1209,55,21,0,40,133,"DET","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.262,0.339,693,0.485,0,0,"1B",12.3,1
"154",154,"clarkwi02","Will Clark","Veterans",1976,7173,1186,2176,440,47,284,1205,67,48,937,1190,155,59,13,101,100,"SFN","NL",6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0.303,0.383,1405,0.497,0,0,"1B",56.5,6
"155",155,"claytro01","Royce Clayton","Veterans",2108,7379,935,1904,363,55,110,723,231,100,565,1415,34,45,113,62,218,"SFN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.258,0.308,1376,0.367,0,0,"SS",19.5,1
"156",156,"clenddo01","Donn Clendenon","Veterans",1362,4648,594,1273,192,57,159,682,90,57,379,1140,46,21,17,47,123,"PIT","NL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0.274,0.327,865,0.442,0,0,"1B",20,0
"157",157,"cliftha01","Harlond Clift","Veterans",1582,5730,1070,1558,309,62,178,829,69,43,1070,713,NA,41,53,NA,NA,"SLA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.272,0.387,1009,0.441,0,0,"3B",42.1,1
"158",158,"colavro01","Rocky Colavito","Veterans",1841,6503,971,1730,283,21,374,1159,19,27,951,880,58,29,16,60,182,"CLE","AL",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.266,0.359,1052,0.489,0,0,"RF",44.5,9
"159",159,"colbena01","Nate Colbert","Veterans",1004,3422,481,833,141,25,173,520,52,31,383,902,55,23,10,25,82,"SDN","NL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.243,0.321,494,0.451,0,0,"1B",14.4,3
"160",160,"colemvi01","Vince Coleman","Veterans",1371,5406,849,1425,176,89,28,346,752,177,477,960,12,15,48,24,45,"SLN","NL",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.321,1132,0.345,0,0,"LF",12.5,2
"161",161,"colliri02","Ripper Collins","Veterans",1084,3784,615,1121,205,65,135,659,18,NA,356,373,NA,23,42,NA,NA,"SLN","NL",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.296,0.357,716,0.492,0,0,"1B",NA,NA
"162",162,"conigto01","Tony Conigliaro","Veterans",876,3221,464,849,139,23,166,516,20,23,287,629,28,33,19,31,63,"BOS","AL",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.264,0.326,521,0.476,0,1,"RF",NA,NA
"163",163,"coninje01","Jeff Conine","Veterans",2024,6957,870,1982,385,36,214,1071,54,29,671,1168,46,41,9,103,182,"FLO","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.285,0.346,1347,0.443,0,0,"1B",19.5,2
"164",164,"coopece01","Cecil Cooper","Veterans",1896,7349,1012,2192,415,47,241,1125,89,49,448,911,79,17,46,79,150,"ML4","AL",5,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0.298,0.335,1489,0.466,0,1,"1B",36,5
"165",165,"corajo01","Joey Cora","Veterans",1119,3734,624,1035,171,41,30,294,117,60,380,335,6,44,84,37,58,"CHA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.277,0.341,793,0.369,0,0,"2B",7.9,1
"166",166,"cordewi01","Wil Cordero","Veterans",1247,4311,587,1178,261,19,122,566,49,19,325,775,35,57,12,33,110,"MON","NL",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.273,0.329,776,0.428,0,0,"LF",6,1
"167",167,"counscr01","Craig Counsell","Veterans",1624,4741,647,1208,218,40,42,390,103,49,589,663,35,54,57,35,78,"ARI","NL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0.255,0.338,908,0.344,0,0,"2B",22.4,0
"168",168,"cowenal01","Al Cowens","Veterans",1584,5534,704,1494,276,68,108,717,120,74,389,659,28,34,28,53,141,"KCA","AL",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.27,0.317,1042,0.403,0,0,"RF",15.2,0
